timestamp,yearInSchool,major,major2,major3,division,campus,onCampus,frequencyIndividualStudy,frequencyGroupStudy,frequencyCourseReserves,frequencyBorrowingBooks,frequencyGetHelp,frequencyExhibit,frequencyPrinting,frequencyComputers,frequencyIT,frequencyWriting,needsQuietStudy,needsCollabStudy,needsStudyRooms,needsTextbooks,needsSummit,needsIll,needsPrinters,needsComputers,needsScanners,needsTechBorrowing,commentsResources,preferredStudyAreas,usefulPrimo,usefulDatabases,usefulGoogle,usefulGoogleScholar,researchToolsOpenEnded,resourcesLacking,preferredBookFormat,researchToolsComments,usefulResearchHelpDesk,usefulChat,usefulConsultation,usefulLibrarianClass,usefulLibGuide,usefulVideoTutorial,usefulLibraryWebsite,frequencyLibrarianClass,researchFrustrations,agreeWelcomeInLibrary,agreeComfortableAskingQuestions,whatDoYouValue
2/1/24 20:39,Second-year student,WL,Health Studies,NA,Humanities,CAS,Yes,Weekly,Monthly,Daily,Monthly,Daily,Once a semester,Weekly,Daily,Once a semester,Monthly,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,I’m very grateful for the course reserves.,The first floor to the left next to the windows facing Miller,Very useful,I haven't used this,Very useful,Very useful,NA,NA,Printed books,NA,Very useful,I'm not familiar with this,I'm not familiar with this,Very useful,I'm not familiar with this,I'm not familiar with this,Very useful,Often enough,Finding relevant and specific research.,Strongly agree,Strongly agree,NA
2/2/24 7:34,Graduate student,MCFT,NA,NA,Counseling,GRAD,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once a semester,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,Na,Na,I'm not familiar with this,Somewhat useful,Very useful,Very useful,Na,Na,Ebooks,Na,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,Somewhat useful,I'm not familiar with this,Have not used,I'm not familiar with this,Often enough,Na,Somewhat agree,Somewhat agree,Na
2/2/24 9:32,Second-year student,ENVS,Art & Art History,NA,Interdisciplinary,CAS,Yes,Weekly,Weekly,Never,Monthly,Never,Once a semester,Weekly,Monthly,Once a semester,Once a semester,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,The reading room and the silent section for when I really need to focus because they're quiet and the main floor of the library for group work.,Somewhat useful,Very useful,Somewhat useful,Very useful,NA,NA,Printed books,NA,Have not used,Have not used,Have not used,Somewhat useful,Very useful,Have not used,Very useful,Often enough,Finding the time to read through all the resources potentially relevant to my topic.,Strongly agree,Strongly agree,I value Watzek's resources and study spaces the most. I'm not sure what I would change since it already seems very welcoming to me!
2/2/24 12:39,Junior,PSY,Data Science,NA,Social Sciences,CAS,Yes,Never,Once a semester,Never,Never,Never,Once a semester,Monthly,Monthly,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,I don't use the Writing Center because I work there.,"Upper floor at one of the desks, usually pretty empty and private -- but I like the big room with the fireplace for hanging out and taking naps in :)",Somewhat useful,Very useful,Somewhat useful,Very useful,I use Zotero to collect and cite sources!,NA,It depends,"Physical for general reading and notetaking, digital if I want to find direct quotes",Have not used,Have not used,Somewhat useful,Not at all useful,Somewhat useful,I'm not familiar with this,I'm not familiar with this,Often enough,"Nothing, it's easy",Strongly agree,Somewhat agree,Free food (kidding)
2/2/24 12:51,Graduate student,PMHC,NA,NA,Counseling,GRAD,No,Weekly,Never,Never,Monthly,Never,Monthly,Never,Never,Never,Never,Meets my needs,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,I don't have a need for this,NA,private room or quiet area overlooking the trees,Very useful,Very useful,Not useful at all,Very useful,NA,NA,Ebooks,NA,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,No librarians have ever met with any of my classes,NA,Strongly agree,Strongly agree,NA
2/2/24 16:11,Second-year student,SOAN,Gender Studies,NA,Social Sciences,CAS,Yes,Daily,Monthly,Never,Never,Never,Never,Daily,Never,Never,Once a semester,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,NA,NA,Somewhat useful,Very useful,I haven't used this,I haven't used this,sociology/antrhopology databases found in the SOAN database,NA,Printed books,NA,Have not used,Have not used,Have not used,Somewhat useful,Very useful,Have not used,Have not used,No librarians have ever met with any of my classes,NA,Strongly agree,Somewhat agree,NA
2/2/24 16:38,Senior,PSY,Health Studies,NA,Social Sciences,CAS,Yes,Monthly,Monthly,Monthly,Never,Once a semester,Once a semester,Monthly,Never,Never,Never,Meets my needs,Meets my needs,Does not meet my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,NA,I like to use the bottom level of the library to have a little background noise,Somewhat useful,Very useful,Somewhat useful,Very useful,Mostly just those with some articles from classes,I don’t think so,It depends,NA,Very useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Have not used,Somewhat useful,Not often enough,It’s time consuming,Strongly agree,Strongly agree,It is very calming but sometimes a little stressful
2/2/24 20:36,Senior,CS/MATH,Spanish,NA,Natural Sciences,CAS,Yes,Once a semester,Once a semester,Never,Once a semester,Never,Never,Monthly,Never,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,NA,NA,Very useful,I haven't used this,Very useful,Somewhat useful,NA,NA,Printed books,NA,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,Often enough,I’m a STEM major so I honestly don’t really know how to write a professional-looking research paper but professors expect that you know the formatting and requirements,Strongly agree,Strongly agree,NA
2/2/24 21:15,Graduate student,SPSY,NA,NA,Counseling,GRAD,No,Once a semester,Never,Monthly,Once a semester,Never,Never,Never,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I don't have a need for this,Meets my needs,I'm not familiar with this,NA,NA,Somewhat useful,Very useful,Not useful at all,Somewhat useful,NA,NA,It depends,NA,Have not used,Have not used,Have not used,Somewhat useful,I'm not familiar with this,I'm not familiar with this,Have not used,Often enough,NA,Strongly agree,Strongly agree,NA
2/3/24 12:40,Graduate student,PMHC,NA,NA,Counseling,GRAD,No,Never,Never,Once a semester,Monthly,Once a semester,Never,Once a semester,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Does not meet my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,NA,Second floor. Very quiet,Very useful,Very useful,Somewhat useful,Somewhat useful,NA,NA,It depends,NA,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,No librarians have ever met with any of my classes,NA,Strongly agree,Strongly agree,"Extensive DVD library of counseling sessions, very fast delivery to grad campus. I find it very welcoming already!"
2/3/24 13:47,Senior,RHMS,Computer Science,NA,Humanities,CAS,No,Daily,Once a semester,Weekly,Daily,Monthly,Monthly,Daily,Daily,Monthly,Monthly,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,Atrium and computer lab computers. The library computers are pretty much the only computers I use ever.,Very useful,Very useful,Somewhat useful,Somewhat useful,"Professors, the stacks",NA,Printed books,NA,Somewhat useful,I'm not familiar with this,Somewhat useful,Somewhat useful,Somewhat useful,I'm not familiar with this,Very useful,Not often enough,NA,Strongly agree,Strongly agree,"I really make use of the library for almost everything. I love that you can check out headphones, glue sticks, scissors and tape. I wish it were a little quieter sometimes."
2/3/24 19:29,Graduate student,MCFT,NA,NA,Counseling,GRAD,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I don't have a need for this,I don't have a need for this,I don't have a need for this,Meets my needs,I don't have a need for this,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,I don't have a need for this,NA,NA,Very useful,Very useful,Very useful,Very useful,NA,NA,It depends,"I did not expect to love reading and studying w/PDFs, but everything is so much more easily searchable than in print.",Have not used,Have not used,Have not used,Somewhat useful,I'm not familiar with this,Have not used,Have not used,Often enough,NA,NA,NA,NA
2/4/24 7:56,Graduate student,PMHC,NA,NA,Counseling,GRAD,No,Never,Never,Never,Once a semester,Never,Never,Never,Never,Never,Never,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,It is very helpful that you deliver books to the graduate campus,"psychology, theater",Very useful,Very useful,Somewhat useful,Somewhat useful,NA,NA,Printed books,It is a dream to be able to find so many research journals through the school's library website! I am very impressed with what is available to us.,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,No librarians have ever met with any of my classes,I go down rabbit holes because there is so much to look at,Strongly agree,Strongly agree,"As mentioned, the deliveries to graduate campus are great. I have never actually been to the library in person but plan to go soon"
2/4/24 10:17,Graduate student,PMHC,NA,NA,Counseling,GRAD,No,Once a semester,Never,Never,Never,Never,Never,Never,Never,Never,Never,Meets my needs,I don't have a need for this,Meets my needs,Meets my needs,I'm not familiar with this,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,I don't have a need for this,NA,NA,Very useful,Very useful,Somewhat useful,Somewhat useful,NA,NA,Ebooks,NA,Have not used,Have not used,Have not used,Have not used,Very useful,Have not used,Somewhat useful,No librarians have ever met with any of my classes,NA,Strongly agree,Strongly agree,NA
2/4/24 14:04,First-year student,ART,RHMS,NA,Social Sciences,CAS,Yes,Daily,Weekly,Never,Never,Once a semester,Monthly,Monthly,Never,Never,Once a semester,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,NA,I like the date center for collaborative work because it is comfortable and allows for conversation. I prefer the window nooks with a single chair when i’m working by myself because they are comfortable and private.,Very useful,Very useful,Somewhat useful,Somewhat useful,References to studies/articles from other books or articles,not that I can think of,It depends,I really enjoy the databases such as Primo or Jstor,Very useful,Have not used,Have not used,Somewhat useful,Somewhat useful,Have not used,Very useful,Often enough,Having to broad of an area of study to look in,Strongly agree,Strongly agree,"I value its dependability, it’s a place i know i can always go whenever i need information or a good studying environment. I don’t have any suggestions to make it more welcoming"
2/4/24 15:54,First-year student,HIST,Theatre,NA,Humanities,CAS,Yes,Weekly,Monthly,Once a semester,Once a semester,Once a semester,Monthly,Weekly,Never,Once a semester,Once a semester,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,NA,The third floor because it’s the quietest and peaceful.,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,n/a,NA,Printed books,NA,Somewhat useful,I'm not familiar with this,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Not often enough,NA,Strongly agree,Somewhat agree,NA
2/4/24 16:46,Second-year student,MUS,NA,NA,Art,CAS,Yes,Weekly,Weekly,Once a semester,Once a semester,Once a semester,Never,Weekly,Once a semester,Once a semester,Once a semester,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,Upstairs quiet sections because i like to work in quiet calm areas.,Very useful,Very useful,Somewhat useful,Very useful,NA,NA,It depends,NA,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,No librarians have ever met with any of my classes,NA,Strongly agree,Strongly agree,NA
2/4/24 21:47,Graduate student,PMHC,NA,NA,Counseling,GRAD,No,Once a semester,Once a semester,Never,Never,Once a semester,Once a semester,Monthly,Never,Never,Once a semester,Does not meet my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,Meets my needs,Meets my needs,NA,Meets my needs,Meets my needs,NA,Quiet study spaces and reservable study rooms due to the silence and privacy.,Very useful,Very useful,Somewhat useful,Very useful,NA,NA,It depends,NA,Have not used,Have not used,Have not used,Have not used,Very useful,Somewhat useful,Have not used,No librarians have ever met with any of my classes,NA,Strongly agree,Strongly agree,NA
2/5/24 8:58,Second-year student,BIO,Psychology,NA,Natural Sciences,CAS,Yes,Weekly,Weekly,Monthly,Once a semester,Once a semester,Never,Monthly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,NA,first floor tables near printing in the morning because it’s not busy,Very useful,Very useful,Somewhat useful,Somewhat useful,"talking to professors, zotero",NA,Printed books,NA,Have not used,NA,Have not used,Somewhat useful,Very useful,Have not used,Have not used,Too often,"not finding exactly what i’m looking for, searching through many papers that are not relevant before finding what i need",Strongly agree,Strongly agree,"I value the resources, especially reserve textbooks. there are so many ways students can benefit from what the library has to offer"
2/5/24 11:27,Senior,ENG,NA,NA,Humanities,CAS,Yes,Weekly,Monthly,Weekly,Once a semester,Once a semester,Once a semester,Weekly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,NA,Downstairs so I can eat,I'm not familiar with this,Somewhat useful,Somewhat useful,Very useful,Asking a librarian,NA,Ebooks,NA,Very useful,Somewhat useful,Have not used,I'm not familiar with this,Have not used,Have not used,Somewhat useful,Not often enough,Figuring out where to start,Strongly agree,Strongly agree,I value its openness. Free study snacks would be nice :)
2/5/24 12:04,Senior,SOAN,Hispanic Studies,NA,Social Sciences,CAS,Yes,Daily,Weekly,Monthly,Monthly,Once a semester,Once a semester,Weekly,Once a semester,Once a semester,Once a semester,Meets my needs,I don't have a need for this,Does not meet my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,NA,quiet study section but then its super cold!,Somewhat useful,Somewhat useful,Very useful,Very useful,NA,NA,Ebooks,NA,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Often enough,NA,Somewhat agree,Somewhat agree,NA
2/5/24 13:23,Junior,PSY,NA,NA,Social Sciences,CAS,Yes,Once a semester,Monthly,Monthly,Never,Monthly,Never,Weekly,Never,Weekly,Monthly,Does not meet my needs,Meets my needs,Meets my needs,I'm not familiar with this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,NA,NA,Very useful,Very useful,Very useful,Very useful,NA,NA,It depends,NA,Somewhat useful,Somewhat useful,Not at all useful,Very useful,Very useful,Very useful,Very useful,Not often enough,NA,NA,NA,NA
2/5/24 13:45,First-year student,POLS,RHMS,NA,Social Sciences,CAS,Yes,Weekly,Never,Never,Never,Never,Once a semester,Once a semester,Never,Never,Never,Meets my needs,I don't have a need for this,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,Does not meet my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,Printer is often out of ink/not working,Third floor desks for the quiet,I haven't used this,I haven't used this,Very useful,Very useful,NA,NA,Ebooks,It might be helpful to learn how to use some of those resources,Have not used,Not at all useful,I'm not familiar with this,Somewhat useful,Very useful,I'm not familiar with this,Have not used,Not often enough,Sooo many paywalls,Strongly agree,Disagree,"Quietness, more knowledge on resources"
2/5/24 14:08,Second-year student,SOAN,NA,NA,Social Sciences,CAS,No,Weekly,Monthly,Daily,Daily,Daily,Once a semester,Daily,Weekly,Monthly,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,NA,any spots within the library that support collaborative learning but are not necessarily really loud and social,Somewhat useful,I haven't used this,Very useful,Somewhat useful,NA,NA,Printed books,NA,Very useful,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,No librarians have ever met with any of my classes,NA,Somewhat agree,Strongly agree,NA
2/5/24 14:51,Second-year student,BIO,Studio Art,NA,Natural Sciences,CAS,Yes,Weekly,Weekly,Monthly,Never,Once a semester,Monthly,Weekly,Never,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,NA,Very useful,Very useful,Very useful,Very useful,NA,NA,Printed books,NA,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Often enough,NA,Strongly agree,Strongly agree,NA
2/5/24 15:21,First-year student,Undecided,NA,NA,Undecided,CAS,Yes,Daily,Weekly,Never,Once a semester,Once a semester,Never,Daily,Monthly,Once a semester,Monthly,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I'm not familiar with this,I'm not familiar with this,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,NA,conversational study section and quiet section,I'm not familiar with this,Very useful,Very useful,I'm not familiar with this,Resource tab,no,Ebooks,n/a,Very useful,I'm not familiar with this,Have not used,Somewhat useful,Very useful,Have not used,Very useful,Not often enough,databases can be confusing,Strongly agree,Somewhat agree,i value most its different areas of study. i dont think i would change anything.
2/5/24 15:37,Senior,NA,NA,NA,Undecided,CAS,No,Daily,Weekly,Once a semester,Weekly,Once a semester,Monthly,Weekly,Weekly,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,Meets my needs,NA,I love comfortable chairs that allow me to lean back a bit - they are better for my back. I really like the openness of the silent section by the fireplace and the light that gets through with big windows,Somewhat useful,Very useful,Somewhat useful,Not useful at all,NA,Science direct  database,Printed books,NA,Somewhat useful,Have not used,Somewhat useful,Somewhat useful,Somewhat useful,Have not used,Somewhat useful,Often enough,NA,Strongly agree,Strongly agree,I love the book displays and art displays and lots of light from windows and comfortable chairs! More places to eat/microwaves would be nice - it’s hard to find other inside areas to eat on campus if you bring your own food.
2/5/24 16:32,Senior,POLS,NA,NA,Social Sciences,CAS,No,Daily,Weekly,Weekly,Monthly,Once a semester,Monthly,Daily,Daily,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,The silent section because it's quiet,Very useful,Very useful,Somewhat useful,Very useful,NA,NA,Printed books,NA,Have not used,Have not used,Have not used,Somewhat useful,Very useful,Have not used,Somewhat useful,Often enough,Finding sources and knowing where to start,Strongly agree,Strongly agree,NA
2/5/24 18:21,Graduate student,PMHC,NA,NA,Counseling,GRAD,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I don't have a need for this,I don't have a need for this,I don't have a need for this,I'm not familiar with this,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,I don't have a need for this,I don't have a need for this,I wish we had a presentation at the graduate school from a librarian who could walk us through available resources for graduate studies (part of orientation or later?).,n/a,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,NA,Many other mental health journals but I recognize they are expensive.,Printed books,NA,Have not used,Have not used,Have not used,Have not used,I'm not familiar with this,I'm not familiar with this,Have not used,No librarians have ever met with any of my classes,Finding access to full text articles. The library website feels very circular.,Strongly agree,Strongly agree,NA
2/5/24 18:58,Junior,ENVS,NA,NA,Interdisciplinary,CAS,No,Daily,Monthly,Never,Never,Never,Once a semester,Weekly,Daily,Monthly,Never,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,Does not meet my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,I like areas where talking is allowed,Very useful,Very useful,Very useful,Very useful,NA,NA,Printed books,NA,Have not used,Have not used,Somewhat useful,Not at all useful,Somewhat useful,I'm not familiar with this,I'm not familiar with this,Too often,NA,Strongly agree,Strongly agree,NA
2/5/24 19:04,Senior,ENVS,ESS,NA,Interdisciplinary,CAS,Yes,Daily,Weekly,Monthly,Once a semester,Monthly,Once a semester,Monthly,Weekly,Once a semester,Once a semester,Meets my needs,Meets my needs,I don't have a need for this,Meets my needs,I'm not familiar with this,Meets my needs,Does not meet my needs,Meets my needs,I don't have a need for this,I don't have a need for this,Offering a third printer system if possible may support students because there tends to be a line of students and one printer is out of service oftentimes.,Quiet section on the first floor of Watzek because the lighting is nice and the view from the glass walls are also nice.,Very useful,Very useful,Not useful at all,Somewhat useful,None other.,No the service is wonderful! Especially requesting items.,It depends,NA,Very useful,Have not used,Have not used,Very useful,Very useful,I'm not familiar with this,I'm not familiar with this,Too often,Not filtering my search terms enough.,Strongly agree,Strongly agree,I value theckindness of the people working there. I never felt judged for asking simple questions. I will miss the views too and seeing all the seasonal changes when looking out the windows. I appreciate that the printers are free too!
2/5/24 21:08,Junior,ENVS,Gender Studies,NA,Interdisciplinary,CAS,No,Weekly,Once a semester,Never,Monthly,Once a semester,Once a semester,Weekly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,NA,Very useful,Very useful,Very useful,Very useful,The databases per subjects on the library website.,NA,Printed books,NA,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Often enough,Weeding out the useless articles to find the relevant ones I need.,Strongly agree,Strongly agree,I like how accessible Watzek is and they have a lot of resources.
2/5/24 22:24,Junior,PSY,Art & Art History,NA,Social Sciences,CAS,Yes,Monthly,Once a semester,Never,Monthly,Never,Once a semester,Weekly,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,Meets my needs,"the copy machine scares me, ie I do not know how to use it other than I know I need a special card","The second floor near the kids books. If I can I love the couches, as I find them more comfortable and like the view, but most of the time they are full so I sit at the desk chair set up that overlook miller. as wellthis area is out of the flow or trafic, quite-ish, and feels protected/safe",Very useful,Somewhat useful,Very useful,Not useful at all,I use apa psycnet for finding research papers,NA,Printed books,NA,Have not used,Have not used,Have not used,Somewhat useful,Very useful,Very useful,Somewhat useful,Often enough,usually not knowing the professors expectaions,Strongly agree,Somewhat agree,NA
2/6/24 0:46,Junior,PSY,NA,NA,Social Sciences,CAS,Yes,Daily,Weekly,Daily,Daily,Once a semester,Never,Weekly,Monthly,Once a semester,Once a semester,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Does not meet my needs,Does not meet my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,Tables downstairs,Very useful,Very useful,Very useful,Somewhat useful,My teacher’s recommendations,NA,It depends,NA,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Often enough,NA,Strongly agree,Somewhat agree,"Book holds for class, the physical spaces, research access"
2/6/24 10:47,Graduate student,SPSY,NA,NA,Counseling,GRAD,No,Once a semester,Once a semester,Once a semester,Once a semester,Never,Never,Never,Never,Never,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,"I don't use the resources often, but I know that there are plenty available.",I like to find a quiet nook near a window because it's most peaceful and productive for me.,Very useful,Very useful,Somewhat useful,Somewhat useful,NA,NA,Ebooks,NA,Have not used,Have not used,Have not used,Very useful,Have not used,Have not used,Have not used,No librarians have ever met with any of my classes,NA,Strongly agree,Strongly agree,NA
2/6/24 12:09,Second-year student,RHMS,Studio Art,NA,Social Sciences,CAS,Yes,Weekly,Weekly,Monthly,Monthly,Monthly,Never,Weekly,Monthly,Once a semester,Never,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,NA,"for collaborative work, i prefer the study rooms, or the main floor lab area. for quiet study, i prefer upstairs, or in the comfortable chairsby the writing center.",Very useful,Very useful,Very useful,Somewhat useful,librarian help,NA,It depends,NA,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Not at all useful,Somewhat useful,Often enough,NA,Strongly agree,Strongly agree,"as staff, i value the community. as a student, i value the space."
2/6/24 12:10,Second-year student,BCMB,NA,NA,Interdisciplinary,CAS,Yes,Weekly,Weekly,Weekly,Weekly,Once a semester,Monthly,Monthly,Weekly,Monthly,Monthly,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,NA,"Anywhere, it depends on the day",I haven't used this,I haven't used this,Very useful,Very useful,N/a,N/a,It depends,NA,Very useful,Have not used,Have not used,Have not used,Have not used,Have not used,Have not used,No librarians have ever met with any of my classes,NA,Strongly agree,Strongly agree,NA
2/6/24 13:16,First-year student,ECON,International Affairs,NA,Social Sciences,CAS,Yes,Daily,Weekly,Once a semester,Once a semester,Once a semester,Monthly,Weekly,Weekly,Once a semester,Never,I don't have a need for this,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Does not meet my needs,Meets my needs,I love summit and ILL dearly,The tables in the data science center for group study is my favorite. I also like the single tables on the 3rd floor near the windows but the data isn't good eveywhere.,Very useful,Very useful,Very useful,Very useful,NA,NA,Printed books,NA,Somewhat useful,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Not often enough,finding resources that you need,Strongly agree,Strongly agree,how it is open 24/7 during weekdays!
2/6/24 15:37,First-year student,Undecided,NA,NA,Undecided,CAS,Yes,Daily,Never,Never,Never,Never,Never,Monthly,Never,Once a semester,Never,Does not meet my needs,I don't have a need for this,I'm not familiar with this,I'm not familiar with this,I'm not familiar with this,I don't have a need for this,Meets my needs,Meets my needs,I don't have a need for this,I don't have a need for this,I feel like there could be a clearer distinction between individual and collective study spaces.,I like to study or do homework in the silent area.,I'm not familiar with this,Somewhat useful,Somewhat useful,Somewhat useful,NA,NA,It depends,NA,Have not used,Have not used,Have not used,Very useful,Somewhat useful,Have not used,Somewhat useful,Often enough,"Sometimes people bring food into the library and eat it, especially in the silent area cubicles. It is frustrating to have to listen to someone else eat while working.",Somewhat agree,Disagree,NA
2/6/24 15:37,First-year student,ENG,NA,NA,Humanities,CAS,Yes,Daily,Weekly,Daily,Monthly,Monthly,Monthly,Daily,Once a semester,Once a semester,Weekly,Does not meet my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,Meets my needs,I'm not familiar with this,I'm not familiar with this,I wish there were more quiet and silent study sections! But I also understand that we need to make library space accessible to everyone.,Silent areas and individual desks in quiet areas. I study best in silence so they work best for me,Very useful,I haven't used this,Very useful,Somewhat useful,PRIMO!!!!! And anthropology journals and our bookshop!,"More printed journal editions, although I understand that space is limited",Printed books,I’m really grateful for the sheer number of resources we have!,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Very useful,Not often enough,Not knowing how to comb through it efficiently,Strongly agree,Strongly agree,I love how many people use it as a resource! I just wish we had more comfortable seating
